"행정구역","2024년06월_계_총인구수","2024년06월_계_연령구간인구수","2024년06월_계_0세"
"서울특별시 강동구 고덕제1동(1174055000)","23,859","67","67"
"서울특별시 강동구 고덕제2동(1174056000)","24,926","174","174"
"서울특별시 강동구 암사제1동(1174057000)","33,565","125","125"
"서울특별시 강동구 암사제2동(1174058000)","14,743","114","114"
"서울특별시 강동구 암사제3동(1174059000)","17,176","71","71"
"서울특별시 강동구 천호제1동(1174060000)","25,772","82","82"
"서울특별시 강동구 천호제2동(1174061000)","32,570","148","148"
"서울특별시 강동구 천호제3동(1174062000)","26,260","131","131"
"서울특별시 강동구 성내제1동(1174064000)","19,278","102","102"
"서울특별시 강동구 성내제2동(1174065000)","23,971","96","96"
"서울특별시 강동구 성내제3동(1174066000)","22,238","86","86"
"서울특별시 강동구 길동(1174068500)","44,725","173","173"
"서울특별시 강동구 둔촌제1동(1174069000)","51","0","0"
"서울특별시 강동구 둔촌제2동(1174070000)","24,100","133","133"
"부산광역시  (2600000000)","3,280,749","12,178","12,178"
"부산광역시 중구 (2611000000)","38,174","65","65"
"부산광역시 중구 중앙동(2611051000)","3,093","8","8"
"부산광역시 중구 동광동(2611052000)","2,426","2","2"
"부산광역시 중구 대청동(2611053000)","5,733","6","6"
"부산광역시 중구 보수동(2611054500)","10,219","17","17"
"부산광역시 중구 부평동(2611056000)","4,156","6","6"
"부산광역시 중구 광복동(2611057000)","885","3","3"
"부산광역시 중구 남포동(2611058000)","806","1","1"
"부산광역시 중구 영주제1동(2611059000)","4,398","11","11"
"부산광역시 중구 영주제2동(2611060000)","6,458","11","11"
"부산광역시 서구 (2614000000)","102,983","284","284"
"부산광역시 서구 동대신제1동(2614051000)","5,275","19","19"
"부산광역시 서구 동대신제2동(2614052000)","6,595","6","6"
"부산광역시 서구 동대신제3동(2614053000)","7,203","19","19"
"부산광역시 서구 서대신제1동(2614054000)","14,855","79","79"
"부산광역시 서구 서대신제3동(2614056000)","7,404","24","24"
"부산광역시 서구 서대신제4동(2614057000)","7,153","18","18"
"부산광역시 서구 부민동(2614059000)","7,313","13","13"
"부산광역시 서구 아미동(2614061500)","6,348","6","6"
"부산광역시 서구 초장동(2614063000)","3,779","3","3"
"부산광역시 서구 충무동(2614064000)","9,546","23","23"
"부산광역시 서구 남부민제1동(2614065000)","4,431","7","7"
"부산광역시 서구 남부민제2동(2614066000)","7,895","9","9"
"부산광역시 서구 암남동(2614068000)","15,186","58","58"
"부산광역시 동구 (2617000000)","86,820","324","324"
"부산광역시 동구 초량제1동(2617051000)","4,877","5","5"
"부산광역시 동구 초량제2동(2617052000)","5,243","7","7"
"부산광역시 동구 초량제3동(2617053000)","12,456","78","78"
"부산광역시 동구 초량제6동(2617055000)","5,249","4","4"
"부산광역시 동구 수정제1동(2617056000)","3,942","5","5"
"부산광역시 동구 수정제2동(2617057000)","8,980","30","30"
"부산광역시 동구 수정제4동(2617059000)","3,473","2","2"
"부산광역시 동구 수정제5동(2617060000)","4,719","4","4"
"부산광역시 동구 좌천동(2617064500)","11,201","50","50"
"부산광역시 동구 범일제1동(2617065000)","10,665","12","12"
"부산광역시 동구 범일제2동(2617066000)","7,267","14","14"
"부산광역시 동구 범일제5동(2617068000)","8,748","113","113"
"부산광역시 영도구 (2620000000)","105,434","321","321"
"부산광역시 영도구 남항동(2620053000)","10,175","27","27"
"부산광역시 영도구 영선제1동(2620054000)","3,667","12","12"
"부산광역시 영도구 영선제2동(2620055000)","7,376","20","20"
"부산광역시 영도구 신선동(2620058500)","7,159","7","7"
"부산광역시 영도구 봉래제1동(2620059000)","6,224","19","19"
"부산광역시 영도구 봉래제2동(2620060500)","7,251","38","38"
"부산광역시 영도구 청학제1동(2620063000)","5,392","11","11"
"부산광역시 영도구 청학제2동(2620064000)","16,407","44","44"
"부산광역시 영도구 동삼제1동(2620065000)","27,962","99","99"
"부산광역시 영도구 동삼제2동(2620066000)","5,038","31","31"
"부산광역시 영도구 동삼제3동(2620067000)","8,783","13","13"
"부산광역시 부산진구 (2623000000)","361,970","1,589","1,589"
"부산광역시 부산진구 부전제1동(2623051000)","15,703","51","51"
"부산광역시 부산진구 부전제2동(2623052000)","12,217","60","60"
"부산광역시 부산진구 연지동(2623054000)","25,571","132","132"
"부산광역시 부산진구 초읍동(2623055000)","21,185","75","75"
"부산광역시 부산진구 양정제1동(2623056000)","18,876","63","63"
"부산광역시 부산진구 양정제2동(2623057000)","14,923","76","76"
"부산광역시 부산진구 전포제1동(2623060000)","20,708","122","122"
"부산광역시 부산진구 전포제2동(2623061000)","23,342","112","112"
"부산광역시 부산진구 부암제1동(2623064000)","23,144","148","148"
"부산광역시 부산진구 부암제3동(2623066000)","20,684","97","97"
"부산광역시 부산진구 당감제1동(2623067000)","20,869","41","41"
"부산광역시 부산진구 당감제2동(2623068000)","11,540","87","87"
"부산광역시 부산진구 당감제4동(2623070000)","10,195","20","20"
"부산광역시 부산진구 가야제1동(2623071000)","16,594","35","35"
"부산광역시 부산진구 가야제2동(2623072000)","18,026","77","77"
"부산광역시 부산진구 개금제1동(2623074000)","18,235","101","101"
"부산광역시 부산진구 개금제2동(2623075000)","9,982","25","25"
"부산광역시 부산진구 개금제3동(2623076000)","26,542","70","70"
"부산광역시 부산진구 범천제1동(2623077000)","12,182","47","47"
"부산광역시 부산진구 범천제2동(2623078000)","21,452","150","150"
"부산광역시 동래구 (2626000000)","269,105","1,063","1,063"
"부산광역시 동래구 수민동(2626051000)","30,755","132","132"
"부산광역시 동래구 복산동(2626052000)","8,394","10","10"
"부산광역시 동래구 명륜동(2626054500)","26,240","136","136"
"부산광역시 동래구 온천제1동(2626055000)","24,600","154","154"
"부산광역시 동래구 온천제2동(2626056000)","24,036","132","132"
"부산광역시 동래구 온천제3동(2626057000)","36,180","145","145"
"부산광역시 동래구 사직제1동(2626058000)","10,533","34","34"
"부산광역시 동래구 사직제2동(2626059000)","24,816","75","75"
"부산광역시 동래구 사직제3동(2626060000)","16,897","41","41"
"부산광역시 동래구 안락제1동(2626074000)","13,461","25","25"
"부산광역시 동래구 안락제2동(2626075000)","26,122","100","100"
"부산광역시 동래구 명장제1동(2626076100)","13,357","44","44"
"부산광역시 동래구 명장제2동(2626076200)","13,714","35","35"
"부산광역시 남구 (2629000000)","255,816","777","777"
"부산광역시 남구 대연제1동(2629051000)","15,342","22","22"
"부산광역시 남구 대연제3동(2629053000)","35,766","129","129"
"부산광역시 남구 대연제4동(2629054000)","13,911","95","95"
"부산광역시 남구 대연제5동(2629055000)","16,459","31","31"
"부산광역시 남구 대연제6동(2629056000)","15,085","67","67"
"부산광역시 남구 용호제1동(2629057000)","42,420","98","98"
"부산광역시 남구 용호제2동(2629058000)","19,536","95","95"
"부산광역시 남구 용호제3동(2629059000)","11,069","13","13"
"부산광역시 남구 용호제4동(2629060000)","7,677","15","15"
"부산광역시 남구 용당동(2629061000)","7,729","22","22"
"부산광역시 남구 감만제1동(2629062000)","8,153","21","21"
"부산광역시 남구 감만제2동(2629063000)","6,425","8","8"
"부산광역시 남구 우암동(2629064500)","12,114","26","26"
"부산광역시 남구 문현제1동(2629068000)","10,754","17","17"
"부산광역시 남구 문현제2동(2629069000)","8,352","29","29"
"부산광역시 남구 문현제3동(2629070000)","16,226","68","68"
"부산광역시 남구 문현제4동(2629071000)","8,798","21","21"
"부산광역시 북구 (2632000000)","270,824","1,060","1,060"
"부산광역시 북구 구포제1동(2632051000)","15,224","69","69"
"부산광역시 북구 구포제2동(2632052000)","23,513","69","69"
"부산광역시 북구 구포제3동(2632052100)","17,982","23","23"
"부산광역시 북구 금곡동(2632053000)","35,206","70","70"
"부산광역시 북구 화명제1동(2632054100)","39,509","203","203"
"부산광역시 북구 화명제2동(2632054200)","17,125","77","77"
"부산광역시 북구 화명제3동(2632054300)","28,183","102","102"
"부산광역시 북구 덕천제1동(2632055000)","13,329","82","82"
"부산광역시 북구 덕천제2동(2632056000)","11,007","26","26"
"부산광역시 북구 덕천제3동(2632056100)","9,823","18","18"
"부산광역시 북구 만덕제1동(2632057100)","16,201","148","148"
"부산광역시 북구 만덕제2동(2632057200)","26,293","128","128"
"부산광역시 북구 만덕제3동(2632057300)","17,429","45","45"
"부산광역시 해운대구 (2635000000)","376,782","1,311","1,311"
"부산광역시 해운대구 우제1동(2635051000)","22,066","71","71"
"부산광역시 해운대구 우제2동(2635052000)","29,873","140","140"
"부산광역시 해운대구 우제3동(2635052500)","27,942","117","117"
"부산광역시 해운대구 중제1동(2635053000)","27,199","117","117"
"부산광역시 해운대구 중제2동(2635054000)","15,154","58","58"
"부산광역시 해운대구 좌제1동(2635055100)","17,246","55","55"
"부산광역시 해운대구 좌제2동(2635055200)","30,472","123","123"
"부산광역시 해운대구 좌제3동(2635055300)","15,153","48","48"
"부산광역시 해운대구 좌제4동(2635055400)","22,027","108","108"
"부산광역시 해운대구 송정동(2635056000)","9,240","31","31"
"부산광역시 해운대구 반여제1동(2635057000)","34,126","170","170"
"부산광역시 해운대구 반여제2동(2635058000)","11,497","38","38"
"부산광역시 해운대구 반여제3동(2635059000)","7,646","4","4"
"부산광역시 해운대구 반여제4동(2635059500)","14,725","54","54"
"부산광역시 해운대구 반송제1동(2635061000)","12,327","16","16"
"부산광역시 해운대구 반송제2동(2635062000)","21,239","11","11"
"부산광역시 해운대구 재송제1동(2635065000)","36,407","107","107"
"부산광역시 해운대구 재송제2동(2635066000)","22,443","43","43"
"부산광역시 사하구 (2638000000)","294,246","956","956"
"부산광역시 사하구 괴정제1동(2638051000)","17,825","32","32"
"부산광역시 사하구 괴정제2동(2638052000)","14,884","65","65"
"부산광역시 사하구 괴정제3동(2638053000)","11,522","26","26"
"부산광역시 사하구 괴정제4동(2638054000)","15,087","77","77"
"부산광역시 사하구 당리동(2638055000)","24,045","51","51"
"부산광역시 사하구 하단제1동(2638056100)","21,172","69","69"
"부산광역시 사하구 하단제2동(2638056200)","25,022","71","71"
"부산광역시 사하구 신평제1동(2638057100)","15,616","44","44"
"부산광역시 사하구 신평제2동(2638057200)","17,123","123","123"
"부산광역시 사하구 장림제1동(2638058000)","10,009","22","22"
"부산광역시 사하구 장림제2동(2638059000)","25,759","73","73"
"부산광역시 사하구 다대제1동(2638060100)","36,063","96","96"
"부산광역시 사하구 다대제2동(2638060200)","25,474","57","57"
"부산광역시 사하구 구평동(2638061000)","12,412","119","119"
"부산광역시 사하구 감천제1동(2638062000)","16,963","25","25"
"부산광역시 사하구 감천제2동(2638063000)","5,270","6","6"
"부산광역시 금정구 (2641000000)","212,892","531","531"
"부산광역시 금정구 서제1동(2641051000)","4,483","0","0"
"부산광역시 금정구 서제2동(2641052000)","8,330","13","13"
"부산광역시 금정구 서제3동(2641053000)","10,167","14","14"
"부산광역시 금정구 금사회동동(2641055500)","7,114","8","8"
"부산광역시 금정구 부곡제1동(2641057000)","7,473","8","8"
"부산광역시 금정구 부곡제2동(2641058000)","16,974","32","32"
"부산광역시 금정구 부곡제3동(2641059000)","14,932","56","56"
"부산광역시 금정구 부곡제4동(2641059100)","11,763","27","27"
"부산광역시 금정구 장전제1동(2641060000)","17,925","29","29"
"부산광역시 금정구 장전제2동(2641061000)","25,479","124","124"
"부산광역시 금정구 선두구동(2641063500)","2,059","0","0"
"부산광역시 금정구 청룡노포동(2641066500)","9,337","28","28"
"부산광역시 금정구 남산동(2641067000)","26,291","41","41"
"부산광역시 금정구 구서제1동(2641068000)","18,616","70","70"
"부산광역시 금정구 구서제2동(2641069000)","31,036","81","81"
"부산광역시 금정구 금성동(2641070000)","913","0","0"
"부산광역시 강서구 (2644000000)","142,292","926","926"
"부산광역시 강서구 대저1동(2644051000)","5,804","9","9"
"부산광역시 강서구 대저2동(2644052000)","6,469","26","26"
"부산광역시 강서구 강동동(2644053000)","5,056","23","23"
"부산광역시 강서구 명지1동(2644053500)","54,378","494","494"
"부산광역시 강서구 명지2동(2644054500)","30,010","155","155"
"부산광역시 강서구 가락동(2644055000)","2,118","4","4"
